,id,study,subgroup,title,abstract,year,doi,url,title_abstract_screening
653,42,Barenius 2014,bptb,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,"BACKGROUND: The reported prevalence of radiological osteoarthritis (OA) after anterior cruciate ligament (ACL) reconstruction varies from 10% to 90%. Purpose/ HYPOTHESIS: To report the prevalence of OA after ACL reconstruction and to compare the OA prevalence between quadrupled semitendinosus tendon (ST) and bone-patellar tendon-bone (BPTB) grafts. The hypothesis was that there would be no difference in OA prevalence between the graft types. The secondary aim was to study whether patient characteristics and additional injuries were associated with long-term outcomes. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Radiological examination results, Tegner activity levels, and Knee injury and Osteoarthritis Outcome Score (KOOS) values were determined in 135 (82%) of 164 patients at a mean of 14 years after ACL reconstruction randomized to an ST or a BPTB graft. Osteoarthritis was defined according to a consensus by at least 2 of 3 radiologists of Kellgren-Lawrence grade >/=2. Using regression analysis, graft type, sex, age, overweight, time between injury and reconstruction, additional meniscus injury, and a number of other variables were assessed as risk factors for OA 14 years after ACL reconstruction. RESULTS: Osteoarthritis of the medial compartment was most frequent, with 57% of OA cases in the ACL-reconstructed knee and 18% of OA cases in the contralateral knee (P < .001). There was no difference between the graft types: 49% of OA of the medial compartment for BPTB grafts and 65% for ST grafts (P = .073). The KOOS results were lower for patients with OA in all subscales, indicating that OA was symptomatic. No difference in the KOOS between the graft types was found. Meniscus resection was a strong risk factor for OA of the medial compartment (odds ratio, 3.6; 95% CI, 1.4-9.3) in the multivariable logistic regression analysis. CONCLUSION: A 3-fold increased prevalence of OA was found after an ACL injury treated with reconstruction compared with the contralateral healthy knee. No differences in the prevalence of OA between the BPTB and quadrupled ST reconstructions were found. An initial meniscus resection was a strong risk factor for OA; the time between injury and reconstruction was not.",2014,10.1177/0363546514526139,https://doi.org/10.1177/0363546514526139,yes
654,45,McRae 2013,bptb,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial.,"BACKGROUND: Benefits of graft harvest from the side contralateral to the anterior cruciate ligament (ACL)-deficient leg have been identified when using bone-patellar tendon-bone autografts in ACL reconstruction (ACLR). As hamstring tendon autografts are becoming more commonly used, a study examining the effect of contralateral graft harvest of semitendinosus gracilis (STG) tendons on patient quality of life was conducted. PURPOSE: To evaluate if ACLR using a hamstring tendon autograft results in better patient quality of life if the graft is harvested from the leg contralateral to the ACL rupture compared with the ipsilateral leg. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: A total of 100 participants between 16 and 50 years of age with a complete ACL tear were randomly assigned to undergo ACLR using either the ipsilateral or contralateral leg as the STG graft donor. Primary outcome measures were the ACL Quality of Life questionnaire (ACL-QOL), concentric knee flexion and extension strength at 60 and 240 deg/s, International Knee Documentation Committee (IKDC) knee assessment form, early postoperative pain and diary of analgesic use, and rate of reruptures. Outcome measures were evaluated before surgery and at 3, 6, 12, and 24 months after surgery. RESULTS: The ACL-QOL score improved over time for both groups (P < .001), and there were no significant differences between groups at any time point (P = .528). Significant differences in knee flexion and extension strength were found at 3 months after surgery. There were no differences between groups in IKDC knee assessment scores or rerupture rates. CONCLUSION: There does not appear to be any measurable benefit or drawback in quality of life to the use of an STG graft from the unaffected limb. In light of this finding, further research to examine other possible effects on agility and balance as well as time and ability to return to sport should be conducted. Longer term follow-up beyond 2 years would allow for a more thorough evaluation of the risk of reruptures or contralateral reruptures using this novel approach.",2013,10.1177/0363546513499140,https://doi.org/10.1177/0363546513499140,yes
655,48,Mohammadi 2013,bptb,Comparison of functional outcome measures after ACL reconstruction in competitive soccer players: a randomized trial.,"BACKGROUND: The choice of graft for anterior cruciate ligament (ACL) reconstruction remains controversial. Although many outcome studies comparing bone-patellar tendon-bone and semitendinosus and gracilis tendon grafts have been performed, most have not included tests of functional outcomes that challenge the graft. The objective of the current study was to compare the functional performances of soccer players after ACL reconstruction that was performed with either a bone-patellar tendon-bone or a semitendinosus and gracilis tendon graft. METHODS: Forty-two soccer players with unilateral ACL injury were prospectively randomized to a bone-patellar tendon-bone group (BPTB group; twenty-one subjects) or a semitendinosus and gracilis tendon group (STG group; twenty-one subjects) and followed a rehabilitation protocol. At the time of return to sports, the patients were asked to execute strength, hop, and jump tests and the results were compared between the groups. Twenty-one healthy athletes were recruited as the control group to evaluate their performance of the same tests. RESULTS: The limbs with the ACL reconstruction in the STG group had greater values for quadriceps torque as well as on the triple-hop, crossover-hop, and jump-landing test (p < 0.01), but the STG and BPTB groups showed similar results in terms of hamstrings peak torque and the results of two other hop tests (p > 0.05). Moreover, the subjects with ACL reconstruction had significantly lower values with regard to quadriceps and hamstrings peak torques and the results of the hop and jump tests compared with the healthy athletes (p < 0.01). CONCLUSIONS: At the time of return to sports, the STG group had better performance in terms of quadriceps strength and the results of the triple-hop, crossover-hop, and jump-landing tests compared with the BPTB group. Compared with controls, soccer players who had undergone ACL reconstruction had less quadriceps and hamstrings strength and inferior hop performance and jump-landing strategy.",2013,10.2106/JBJS.L.00724,https://doi.org/10.2106/JBJS.L.00724,yes
656,53,Holm 2012,bptb,No differences in prevalence of osteoarthritis or function after open versus endoscopic technique for anterior cruciate ligament reconstruction: 12-year follow-up report of a randomized controlled trial.,"BACKGROUND: Although arthroscopic techniques are the most common procedures today when reconstructing the anterior cruciate ligament (ACL), many surgeons still prefer the open and/or 2-incision techniques. HYPOTHESIS: There are no differences in knee function or prevalence of knee osteoarthritis (OA) in patients who have undergone the open versus endoscopic technique for ACL reconstruction using the patellar tendon autograft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: Sixty-seven patients with subacute or chronic rupture of the ACL were randomly assigned to open (OPEN) (n = 33) or endoscopic (ENDO) (n = 34) reconstruction. Function was evaluated by the Cincinnati knee score, single-legged hop tests, and isokinetic muscle strength tests. The radiographs were classified according to the Kellgren and Lawrence (KL) classification system, defining grade 2 or more as the cutoff point for knee OA. The Insall-Salvati ratio and the Blackburne-Peel ratio were used to calculate the patellar position and height. RESULTS: Mean age at inclusion and at the 12-year follow-up evaluation was 27.9 +/- 8.6 and 39.8 +/- 8.6 years, respectively. At 12-year follow-up, 53 patients (79%) were eligible for evaluation. There were no significant differences between the 2 surgical procedures with respect to the pain, function, muscle strength, hop tests, patellar height, or the prevalence of OA. The prevalence of OA was high in the tibiofemoral joint on the operated side, 79% and 80% in the OPEN and ENDO groups, respectively. For the uninvolved knee, the corresponding numbers were 36% and 21%. CONCLUSION: This study suggests that the open procedure does not produce more functional problems or osteoarthritis compared with the endoscopic technique up to 12 years postoperatively.",2012,10.1177/0363546512458766,https://doi.org/10.1177/0363546512458766,yes
657,55,de 2012,bptb,Patellar tendon healing with platelet-rich plasma: a prospective randomized controlled trial.,"BACKGROUND: The patellar tendon has limited ability to heal after harvesting its central third. Platelet-rich plasma (PRP) could improve patellar tendon healing. HYPOTHESIS: Adding PRP to the patellar tendon harvest site would improve donor site healing and improve clinical outcome at 6 months after anterior cruciate ligament (ACL) reconstruction with a patellar tendon graft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Twenty-seven patients were randomly divided to receive (n = 12) or not receive (n = 15) PRP in the patellar tendon harvest site during ACL reconstruction. The primary outcome was magnetic resonance imaging (MRI) assessment of patellar tendon healing (gap area) after 6 months. Secondary outcomes were questionnaires and isokinetic testing of ACL reconstruction with a patellar tendon graft comparing both groups. RESULTS: Patellar tendon gap area was significantly smaller in the PRP group (4.9 +/- 5.3 mm(2); 95% confidence interval [CI], 1.1-8.8) than in the control group (9.4 +/- 4.4 mm(2); 95% CI, 6.6-12.2; P = .046). Visual analog scale score for pain was lower in the PRP group immediately postoperatively (3.8 +/- 1.0; 95% CI, 3.18-4.49) than in the control group (5.1 +/- 1.4; 95% CI, 4.24-5.90; P = .02). There were no differences after 6 months in questionnaire and isokinetic testing results comparing both groups. CONCLUSION: We showed that PRP had a positive effect on patellar tendon harvest site healing on MRI after 6 months and also reduced pain in the immediate postoperative period. Questionnaire and isokinetic testing results were not different between the groups at 6 months.",2012,10.1177/0363546512441344,https://doi.org/10.1177/0363546512441344,yes
658,58,Beynnon 2011,bptb,"Accelerated versus nonaccelerated rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomized, double-blind investigation evaluating knee joint laxity using roentgen stereophotogrammetric analysis.","BACKGROUND: The relationship between the biomechanical dose of rehabilitation exercises administered after anterior cruciate ligament (ACL) reconstruction and the healing response of the graft and knee is not well understood. HYPOTHESIS: After ACL reconstruction, rehabilitation administered with either accelerated or nonaccelerated programs produces the same change in the knees' 6 degrees of freedom, or envelope, laxity values. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Patients who underwent ACL reconstruction with a bone-patellar tendon-bone autograft were randomized to rehabilitation with either accelerated (19 week) or nonaccelerated (32 week) programs. At the time of surgery, and then 3, 6, 12, and 24 months later, the 6 degrees of freedom knee laxity values were measured using roentgen stereophotogrammetric analysis and clinical, functional, and patient-oriented outcome measures. RESULTS: Eighty-five percent of those enrolled were followed through 2 years. Laxity of the reconstructed knee was restored to within the limits of the contralateral, normal side at the time of surgery (baseline) in all participants. Patients in both programs underwent a similar increase in the envelope of knee laxity over the 2-year follow-up interval (anterior-posterior translation 3.2 vs 4.5 mm, and coupled internal-external rotations 2.6 degrees  vs 1.9 degrees  for participants in the accelerated and nonaccelerated programs, respectively). Those who underwent accelerated rehabilitation experienced a significant improvement in thigh muscle strength at the 3-month follow-up (P < .05) compared with those who participated in nonaccelerated rehabilitation, but no differences between the programs were seen after this time interval. At the 2-year follow-up, the groups were similar in terms of clinical assessment, patient satisfaction, function, proprioception, and isokinetic thigh muscle strength. CONCLUSION: Rehabilitation with the accelerated and nonaccelerated programs administered in this study produced the same increase in the envelope of knee laxity. A majority of the increase in the envelope of knee laxity occurred during healing when exercises were advanced and activity level increased. Patients in both programs had the same clinical assessment, functional performance, proprioception, and thigh muscle strength, which returned to normal levels after healing was complete. For participants in both treatment programs, the Knee Injury and Osteoarthritis Outcome Score (KOOS) assessment of quality of life did not return to preinjury levels.",2011,10.1177/0363546511422349,https://doi.org/10.1177/0363546511422349,yes
659,59,Sajovic 2011,bptb,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial.,"BACKGROUND: There are still controversies about graft selection for primary anterior cruciate ligament reconstruction. Prospective, randomized long-term studies are needed to determine the differences between the graft materials. HYPOTHESIS: Eleven years after anterior cruciate ligament reconstruction there is no difference in functional outcome and quality of life between patients with patellar tendon or hamstring tendon autografts; however, the patients with patellar tendon autograft would have a higher prevalence of osteoarthritis. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: From June 1999 to March 2000, 64 patients were included in this prospective study. A single surgeon performed primary arthroscopically assisted anterior cruciate ligament reconstruction in an alternating sequence. In 32 patients, anterior cruciate ligament reconstruction was performed with hamstring tendon autograft (semitendinosus and gracilis [STG] group) while in the other 32 patients the reconstruction was performed with patellar tendon autograft (PT group). RESULTS: At the 11-year follow-up, no statistically significant differences were seen with respect to the Lysholm score and Short Form-36, KT-1000 arthrometer laxity testing, anterior knee pain, single-legged hop test, or International Knee Documentation Committee (IKDC) classification results. Positive pivot-shift test (1+) was significantly more frequent in the PT group (P = .036). Twenty-two patients (81%) in the STG group and 18 patients (72%) in the PT group were still at their preinjury level of activity. Graft rupture occurred in 2 patients from the STG group (6%) and in 4 patients from the PT (12%). Grade B and C abnormal radiographic findings were seen in 84% (21 of 25) of patients in the PT group and in 63% (17 of 27) of patients in the STG group (P = .008). CONCLUSION: Both hamstring and patellar tendon autografts provided good subjective outcomes and objective stability at 11 years. Positive pivot-shift test (1+) was significantly more frequent in the PT group. No significant differences in the rate of graft failure were identified. Patients with patellar tendon graft had a greater prevalence of osteoarthritis at 11 years after surgery.",2011,10.1177/0363546511411702,https://doi.org/10.1177/0363546511411702,yes
660,63,Sun 2011,bptb,"Arthroscopic reconstruction of the anterior cruciate ligament with hamstring tendon autograft and fresh-frozen allograft: a prospective, randomized controlled study.","BACKGROUND: Most studies of allograft versus autograft for anterior cruciate ligament reconstruction have been of bone-patellar tendon-bone; outcome reports evaluating anterior cruciate ligament reconstruction with hamstring tendon autograft versus allograft are rare. PURPOSE: This study was undertaken to compare the clinical outcome of arthroscopic anterior cruciate ligament reconstruction with hamstring tendon autograft versus allograft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: Between 2000 and 2004, 208 patients who met the inclusion and exclusion criteria of the study were prospectively randomized into autograft (n = 104) or allograft (n = 104) groups. All hamstring tendon allografts were fresh-frozen and obtained from a single certified tissue bank. All the operations were done by the same surgeon with the same surgical technique. Femoral and tibial fixation was by means of an EndoButton and a bioabsorbable interference screw augmented with a staple, respectively. Patients were evaluated preoperatively and postoperatively. Evaluations included detailed history, physical examination, functional knee ligament testing, KT-2000 arthrometer testing, Harner vertical jump and Daniel 1-legged hop tests, Lysholm score, Tegner score, the International Knee Documentation Committee (IKDC) standard evaluation form, Cincinnati knee score, and radiographs. RESULTS: Of these patients, 186 (autograft, n = 91; allograft, n = 95) were available for full evaluation. Demographic data were comparable between groups. The mean follow-up was 7.8 years for both groups. There were no statistically significant differences according to the evaluations of the outcome aforementioned between the 2 groups except that patients in the allograft group had a shorter operation time than the autograft group. Seven patients (7.7%) in the autograft group and 8 (8.4%) in the allograft group had a side-to-side difference >5 mm. Eighty-five patients (93.4%) in the autograft group and 86 (90.5%) in the allograft group were normal or nearly normal according to the overall IKDC. According to the subjective IKDC, the average scores were 89 and 90 points, respectively, for the autograft and allograft groups. The mean Lysholm and Tegner scores were 89 points and 7.7 points, respectively, for the autograft group and 90 points and 7.6 points, respectively, for the allograft group. For the Cincinnati knee score, the average scores were 90 and 91 points, respectively, for the autograft and allograft groups. CONCLUSION: Both groups of patients achieved almost the same satisfactory outcome at an average of 7.8 years of follow-up. Fresh-frozen hamstring tendon allograft is a reasonable alternative choice to autograft for anterior cruciate ligament reconstruction.",2011,10.1177/0363546511400384,https://doi.org/10.1177/0363546511400384,yes
661,69,Barenius 2010,bptb,Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial.,"BACKGROUND: Randomized controlled trials after anterior cruciate ligament reconstructions with long-term follow-up including assessment of health-related quality of life are rare. PURPOSE: To compare clinical outcome and health-related quality of life 8 years after anterior cruciate ligament reconstruction using 2 types of graft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Long-term follow-up of 164 patients with anterior cruciate ligament injury randomized to arthroscopic reconstruction with a quadrupled semitendinosus graft or a bone-patellar tendon-bone graft was undertaken. After a mean 8 years, 153 patients were available for follow-up, including instrumented laxity, 1-legged hop test, a knee-walking test, and assessment with International Knee Documentation Committee, Lysholm, Tegner, and patellofemoral pain score. Health-related quality of life was assessed with Knee Osteoarthritis Outcome Score and Short Form-36. RESULTS: Patients in both graft groups retained the same stability, knee function, and health-related quality of life. The patellofemoral pain score was similar for both groups; the bone-patellar tendon-bone group had more donor site morbidity from kneeling and knee walking. In the bone-patellar tendon-bone group, 19 patients had no kneeling problems, 23 slight problems, 31 moderate problems, and 5 unable to kneel. Corresponding figures for the semitendinosus group were 25, 32, 16, and 2 (P < .001). Patients with early reconstructions (<5 months) had a lower risk for meniscal injuries (37%) than did later reconstructed (62%, P = .008). Health-related quality of life regarding physical functioning in Short Form-36 was better for the early-reconstructed patients than for the later reconstructed (92 vs 85; P = .014). Patients without medial meniscal surgery had higher Knee Osteoarthritis Outcome Scores for all subscales than did patients with medial meniscal surgery, with most significant difference for sport and recreation (63 vs 75, P = .008). CONCLUSION: In the long term, the semitendinosus graft provided similar stability, knee function, and health-related quality of life but with less kneeling morbidity than did the bone-patellar tendon-bone graft.",2010,10.1177/0363546510369549,https://doi.org/10.1177/0363546510369549,yes
667,73,Aglietti 2004,bptb,"Anterior cruciate ligament reconstruction: Bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts - A prospective, randomized clinical trial","Background: The choice of graft for anterior cruciate ligament reconstruction is a matter of debate, with patellar and hamstring tendons being the two most popular autologous graft options. The objective of this study was to determine in a prospective, randomized clinical trial whether two grafts (bone-patellar tendon-bone or doubled hamstring tendons) fixed with modern devices affect the two-year minimum clinical and radiographic outcomes of anterior cruclate ligament reconstruction. Methods: One hundred and twenty patients with a chronic unilateral rupture of the anterior cruciate ligament underwent arthroscopically assisted reconstruction with use of either autologous bone-patellar tendon-bone or doubled hamstring tendon grafts, in a strictly alternating manner. Both groups were comparable with regard to demographic data, preoperative activity level, mechanism of injury, interval between the injury and the operation, and the amount of knee laxity present preoperatively. The same well-proven surgical technique and aggressive controlled rehabilitation was used. An independent observer, who was blinded with regard to the involved leg and the type of graft, performed the outcome assessment with use of a visual analog scale, the new International Knee Documentation Committee form, the Knee Injury and Osteoarthritis Outcome Score, the Functional Knee Score for Anterior Knee Pain, and an arthrometric and an isokinetic dynamometric evaluation. Radiographs were also made. Results: At the two-year follow-up evaluation, no differences were found in terms of the visual analog score, the Knee Injury and Osteoarthritis Outcome Score, the new International Knee Documentation Committee subjective and objective evaluation scores, the KT-1000 side-to-side laxity measurements, the Functional Knee Score for Anterior Knee Pain, muscle strength recovery, or return to sports activities. In the bone-patellar tendon-bone group, we found a higher prevalence of postoperative kneeling discomfort (p < 0.01) and an increased area of decreased skin sensitivity (p < 0.001). In the hamstring tendon group, we recorded a higher prevalence of femoral tunnel widening (p < 0.01). In this group, a correlation was also found between medial meniscectomy and an increased prevalence of pivot-shift glide (p = 0.035). Conclusions: We believe that, with use of accurate and proven surgical and rehabilitation techniques, both grafts are an equivalent option for anterior cruciate ligament reconstruction. Level of Evidence: Therapeutic study, Level I-1b (randomized controlled trial [no significant difference but narrow confidence intervals]). See Instructions to Authors for a complete description of levels of evidence.",2004,10.2106/00004623-200410000-00004,https://doi.org/10.2106/00004623-200410000-00004,yes
669,153,Holm 2010,bptb,No Difference in Knee Function or Prevalence of Osteoarthritis After Reconstruction of the Anterior Cruciate Ligament With 4-Strand Hamstring Autograft Versus Patellar Tendon-Bone Autograft A Randomized Study With 10-Year Follow-up,"Background: The choice of different graft types and surgical techniques used when reconstructing a torn anterior cruciate ligament may influence the long-term prevalence of osteoarthritis and functional outcomes. Hypothesis: There are no differences in the prevalence of knee osteoarthritis or knee function in patients undergoing reconstruction of a torn anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft. Study Design: Randomized controlled trial; Level of evidence, 1. Methods: Seventy-two patients with subacute or chronic rupture of the anterior cruciate ligament were randomly assigned to autograft reconstruction with 4-strand gracilis and semitendinosus tendon (HAM) (N = 37) or with patellar tendon-bone (PTB) (IN = 35) from the ipsilateral side. Outcome measurements were the Cincinnati knee score, single-legged hop tests, isokinetic muscle strength tests, pain, knee joint laxity test (KT-1000 arthrometer), and a radiologic evaluation (Kellgren and Lawrence) at 10-year follow-up. Results: At 10 years, 57 patients (79%) were eligible for evaluation-29 in the HAM group and 28 in the PTB group. No differences were found between the 2 graft groups with respect to the Cincinnati knee score, the single-legged hop tests, pain, muscle strength measurements, or knee joint laxity. Fifty-five percent and 64% of the patients had osteoarthritis corresponding to Kellgren and Lawrence grade 2 or more in the HAM and the PTB groups, respectively (P = .27). For the uninvolved knee, the corresponding numbers were 28% and 22% (P = .62). Conclusion: At 10 years postoperatively, no statistically significant differences in clinical outcome between the 2 graft types were found. The prevalence of osteoarthritis was significantly higher in the operated leg than in the contralateral leg, but there were no significant differences between the 2 groups. The results indicate that the choice of graft type after an anterior cruciate ligament injury has minimal influence on the prevalence of osteoarthritis 10 years after surgery.",2010,10.1177/0363546509350301,https://doi.org/10.1177/0363546509350301,yes
670,25,Iamaroon 2016,bptb,Femoral Nerve Block versus Intra-Articular Infiltration: A Preliminary Study of Analgesic Effects and Quadriceps Strength in Patients Undergoing Arthroscopic Anterior Cruciate Ligament Reconstruction.,"BACKGROUND: Adequate analgesia and early rehabilitation is necessary for arthroscopic anterior cruciate ligament reconstruction (A CLR) surgery. OBJECTIVE: To compare analgesia and quadriceps strength after femoral nerve block (FNB) with intra-articular infiltration (IA) using 0.25% bupivacaine for ACLR with patella tendon graft. MATERIAL AND METHOD: Forty patients were randomized to receive FNB under ultrasound guidance with 20 mL of bupivacaine or IA with 15 mL of bupivacaine into the knee joint and 5 mL infiltrated along the incision sites including portal sites at the end of surgery. All patients received intravenous ketorolac at wound closure. Data regarding demographic, time to first pain, time to first morphine requirement, morphine usage, pain scores and quadriceps strength were recorded. RESULTS: Significant difference in quadriceps strength was shown. Ninety percent of patients in Group IA and fifty-five percent of patients in Group FNB had good ability to extend knee at 24 hours after surgery (p = 0.013). No differences were found in demographic data, time to first pain, time to first morphine requirement, post operative pain scores and morphine consumption, CONCLUSION: The preliminary results demonstrated that IA has an effect on quadriceps strength less than FNB while provide comparable postoperative analgesia after patellar tendon graft ACLR.",2016,,,yes
671,38,Iamaroon 2014,bptb,Femoral nerve block using 0.25% or 0.5% bupivacaine for analgesia after arthroscopic anterior cruciate ligament reconstruction.,"BACKGROUND: Femoral nerve block (FNB) with varying concentrations of bupivacaine is often used for postoperative analgesia after anterior cruciate ligament (ACL) reconstruction. OBJECTIVE: To determine whether FNB using 0.25% or 0.5% bupivacaine provided better analgesia with less effect on quadriceps strengths after ACL reconstruction. MATERIAL AND METHOD: One hundred patients were randomized to receive FNB with 20 mL of 0.25% or 0.5% bupivacaine. Data regarding demographic, effectiveness of FNB, time to first pain, time to first analgesic, pain scores, morphine use, and recovery of sensory and motor function were recorded. RESULTS: Median time to first morphine requirement was 12 hours in 0.5% bupivacaine group and 10 hours in 0.25% bupivacaine group (p = 0.048). Pain score at 18 hours was lower in 0.5% bupivacaine group compared with 0.25% bupivacaine group (p = 0.001). When specify to the patellar tendon graft subgroup, the patients requiring morphine were 70% in 0.5% bupivacaine group and 90% in 0.25% bupivacaine group (p = 0.03). No differences were found in demographic data, effectiveness of FNB, time to first pain, morphine consumption, and recovery of sensorimotor function. CONCLUSION: FNB with 0.5% bupivacaine provided longer time to first analgesic and lower narcotic requirements after patellar tendon graft ACL reconstruction when compared to 0.25% bupivacaine. Both concentrations showed similar effect on quadriceps strengths.",2014,,,yes
672,54,Cappellino 2012,bptb,Neurocognitive rehabilitative approach effectiveness after anterior cruciate ligament reconstruction with patellar tendon. A randomized controlled trial.,"BACKGROUND: A proper knee rehabilitation after a surgical reconstruction of the anterior cruciate ligament (ACL) should start immediately after the injury and it should be focused on recovery of symmetry, proprioception, swelling reduction, gait training, hyperextension exercises, and even mental preparation. AIM: Aim of this study was to test a neurocognitive rehabilitative approach based on proprioceptive exercises and proper motor strategy choices, compared with conventional rehabilitation, assessing baropodometric, gait and clinical changes. DESIGN: Randomized controlled trial. SETTING: Ambulatory University Centre. POPULATION: Fourteen subjects (27.9+/-5.2 years) underwent to a surgical reconstruction of ACL were divided into the two groups. METHODS: The subjects were randomly assigned into a group who received a specific neurocognitive and perceptive rehabilitation treatment (TG), and into a control group who received the common physical therapy (CG). The following outcome measures were assessed pre-intervention, one, three and six months later: static and dynamic baropodometry, Visual Analog Scale for pain, Short Form SF-36, Range of Motion, trophism of thigh region, edema, Manual Muscle Test, magneto-resonance imaging assessment. RESULTS: Lower impairment was observed in TG in respect of CG in terms of load asymmetry during static baropodometry (from 7% to 3% vs. from 10% to 7%, interaction time per treatment: P=0.037), less wide steps during gait (effect size=1.05 vs. 0.38 for CG), swelling (treatment effect: P=0.012). A significantly higher improvement (from 35% to 100%) in terms of SF-36 was recorded only in TG for physical activity (P=0.027). CG showed a quite higher walking speed (treatment effect: P=0.049). CONCLUSION: Even if further studies are needed on larger samples, the obtained results showed that a neurocognitive rehabilitative approach could be an effective treatment after ACL-reconstruction: in TG we observed a more rapid load symmetrization, the reduction of step width and a more rapid resolution of edema. CLINICAL REHABILITATION IMPACT: Posture, gait, clinical features and quality of life could benefit from a neurocognitive rehabilitation after ACL surgical reconstruction.",2012,,,yes
673,81,Laoruengthana 2009,bptb,"Clinical comparison between six-strand hamstring tendon and patellar tendon autograft in arthroscopic anterior cruciate ligament reconstruction: a prospective, randomized clinical trial.","OBJECTIVE: Many randomized clinical trials demonstrated that 4-strand hamstring tendon grafts have comparable results both subjectively and objectively with the patellar tendon grafts. The authors hypothesized that the increment of hamstring tendons strength with 6-strand graft could improve the knee stability compared to the result from using the gold standard patellar tendon. MATERIAL AND METHOD: Thirty-four patients were prospectively randomized into two groups for arthroscopic anterior cruciate ligament reconstruction. Seventeen patients underwent reconstruction with 6-strand hamstring tendons and the remaining seventeen were treated with bone-patellar tendon-bone graft. Patients were followed-up under the similar rehabilitation protocol for at least 12 months. At the time of final follow-up, all the patients in both groups were evaluated in terms of patient's satisfaction, activity level, and knee stability. RESULTS: Fifteen patients in bone-patellar tendon-bone graft (two lost to follow-up) and thirteen patients used 6-strand hamstring tendons (four were converted to 4-strand hamstring tendons) were evaluated at a mean of 19 months (range 12-31 months). The mean of KT-2000 side-to-side laxity measurement in 6-strand hamstring group (0.96 mm) is less than BPTB group (1.22 mm) significantly (p < 0.05). Eleven of 13 patients (84.62%) that received the 6-strand hamstring tendons could return to sport activities compared to 10 of 15 patients (66.67%) that received BPTB graft. Hamstring group have a lower prevalence of donor-site morbidity resulting in less difficult in kneeling. CONCLUSION: The authors concluded that using 6-strand hamstring tendons could improve knee stability in the early clinical outcomes. With no difference in subjective assessment, anterior cruciate ligament reconstruction used hamstring tendons have less donor-site morbidity, which is more compatible to Asian life-style.",2009,,,yes
674,84,Rosenthal 2009,bptb,Neuromuscular excitability changes in the vastus medialis following anterior cruciate ligament reconstruction.,"PURPOSE: Quadriceps weakness following anterior cruciate ligament reconstruction (ACLR) is prevalent despite intensive rehabilitation. Diminished neuromuscular excitability is one potential factor that may limit muscular recovery following injury or surgery. The H-reflex provides a measure of alpha motorneuron (neuromuscular) excitability in the sensory-motor pathway of the respective muscle and nerve. To date the vastus medialis (VM) and soleus (SOL) H-reflexes have been examined primarily in control subjects with induced knee joint effusion. This prospective, randomized clinical trial evaluated the affect of ACLR, utilizing hamsting (HS) or bone-patellar tendon-bone (BTB) autograft, on VM and SOL H-reflex latency and amplitude in twenty subjects. METHODS: Preoperatively bilateral VM and SOL H-reflex tests were conducted. VM and SOL H-reflexes were subsequently conducted on the involved lower extremity at 1 and 3 months post surgery. At each test session subjects completed visual analog scales and knee girth was measured. RESULTS: The VM H-reflex amplitude increased in the HS group at 3 months compared to 1-month post surgery (p<.05). Significant changes over time were also noted in the visual analog pain and functional scales and the mid-patella girth. CONCLUSIONS: The increased VM H-reflex amplitude at 3 months following HS autograft ACLR demonstrates an increase in VM neuromuscular excitability. Increased VM neuromuscular excitability was not evident in patients following BTB reconstruction. The increased neuromuscular excitability, observed only in the HS group, warrants consideration when selecting graft type for patients with extensive preoperative quadriceps dysfunction.",2009,,,yes
