,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,AB
136,11953554,2002 Mar,,Clin J Sport Med,"['Meyers MC', 'Sterling JC', 'Marley RR']",Marley RR,Efficacy of stairclimber versus cycle ergometry in postoperative anterior cruciate ligament rehabilitation.,12,2,85-94,['English'],9103300,1050-642X,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', 'Validation Study']",PubMed - indexed for MEDLINE,ppublish,"['11953554', '10.1097/00042752-200203000-00004']",10.1097/00042752-200203000-00004,"['2002/04/16 10:00', '2002/05/25 10:01', '2002/04/16 10:00']",[],1,0,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine,,2002 Mar;12(2):85-94,"OBJECTIVE: To examine the effective use of stair climbing as an alternative to cycling for knee rehabilitation in an actual injured sport population. DESIGN: Repeated-measures multivariate analyses with data collected during anterior cruciate ligament (ACL) rehabilitation. SETTING: Clinical rehabilitation setting following ACL reconstruction. PARTICIPANTS: 46 athletes with ACL reconstruction (32 males, 14 females; age 25.5 +/- 8.9 yrs) were randomly assigned to either cycle or stairclimber programs previously matched by metabolic equivalents (METs) and heart rate. MAIN OUTCOME MEASURES: Isokinetic testing was performed at 4 and 12 weeks postoperatively on the uninjured knee to safely determine mean and peak concentric quadriceps, eccentric quadriceps, concentric hamstring, and eccentric hamstring peak torques. Pre/post leg girths were also measured bilaterally (+7.6, +15.2, +22.9, -7.6, -15.2, -22.9 cm) proximal/distal to the patella. RESULTS: Multivariate analysis of variance indicated no differences (Wilks' Lambda F(8,37) = 1.461; p = 0.21; eta(2) = 0.240; Power = 0.556) in strength gains (NM) between cycle and stair climbing groups, respectively, in mean concentric quadriceps (58.4 +/- 12.0 vs. 37.1 +/- 13.2), peak concentric quadriceps (77.0 +/- 14.7 vs. 36.8 +/- 16.2), mean eccentric quadriceps (57.2 +/- 12.7 vs. 79.2 +/- 14.0), peak eccentric quadriceps (78.6 +/- 19.3 vs. 105.5 +/- 21.3), mean concentric hamstring (14.3 +/- 3.9 vs. 6.5 +/- 4.3), peak concentric hamstring (24.0 +/- 6.7 vs. 22.2 +/- 7.4), mean eccentric hamstring (22.6 +/- 8.6 vs. 23.8 +/- 9.5), or peak eccentric hamstring (23.5 +/- 11.2 vs. 36.7 +/- 12.3) response. A significant stair climbing effect (Wilks' Lambda F(6,37) = 2.95; p = 0.02; eta(2) = 0.324; Power = 0.843) was observed in gastrocnemius girth (-15.2 cm) in both injured (0.5 +/- 0.1 cm vs. 0.3 +/- 0.1 cm, p < 0.04) and non-injured (0.3 +/- 0.1 cm vs. 0.0 +/- 0.1 cm, p < 0.008) legs. CONCLUSIONS: In conclusion, the results of the data suggest no deleterious effect of stair climbing on knee isokinetic performance or limb girth measurements, and confirms the use of stair climbing as a viable adjunct/alternative to cycle ergometry in ACL-injured athletes."
137,11912091,2002 Mar-Apr,,Am J Sports Med,"['Shaieb MD', 'Kan DM', 'Chang SK', 'Marumoto JM', 'Richardson AB']",Richardson AB,A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction.,30,2,214-20,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11912091', '10.1177/03635465020300021201']",10.1177/03635465020300021201,"['2002/03/26 10:00', '2002/04/19 10:01', '2002/03/26 10:00']",[],1,0,The American journal of sports medicine,,2002 Mar-Apr;30(2):214-20,"Seventy patients with patellar tendon or hamstring tendon autografts for single-incision anterior cruciate ligament reconstruction were evaluated at least 2 years after surgery. All reconstructions were performed by the same surgeon, and metal interference screws were used for fixation of all grafts. No significant differences were noted between groups for Lysholm score, reduction in activity, KT-1000 arthrometer findings, quadriceps muscle size, return to sports, or ability to jump and do hard cuts and pivots. Significantly more patients in the patellar tendon group had patellofemoral pain at 6 months after surgery than did the hamstring tendon patients (48% versus 20%), and at last follow-up the incidence of patellofemoral pain was 42% and 20%, respectively. Fourteen patients in the patellar tendon group and seven in the hamstring tendon group had loss of motion (approximately 5 degrees ). Four patients (two in each group) had treatment failures and their results were not included in the clinical examination data. At 2 years' follow-up, 97% of patients with patellar tendon grafts and 100% of patients with hamstring tendon grafts rated their results as good or excellent. We found that hamstring tendon grafts performed similarly to patellar tendon grafts, although fewer patients in the hamstring tendon group had patellofemoral pain and loss of motion."
138,11685356,2001 Sep,,Knee Surg Sports Traumatol Arthrosc,"['Feller JA', 'Webster KE', 'Gavin B']",Gavin B,Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft.,9,5,260-6,['English'],9314730,0942-2056,,"['Clinical Trial', 'Clinical Trial, Phase I', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11685356', '10.1007/s001670100216']",10.1007/s001670100216,"['2000/07/05 00:00', '2001/03/11 00:00', '2001/10/31 10:00', '2002/01/05 10:01', '2001/10/31 10:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2001 Sep;9(5):260-6,"This study documented postoperative morbidity during the first 4 months following anterior cruciate ligament (ACL) reconstruction using either patellar tendon or hamstring tendon autograft. Sixty-five patients undergoing primary arthroscopically assisted single-incision ACL reconstruction were randomized to have a central third bone patellar tendon bone autograft (PT) or a doubled semitendinosus/doubled gracilis autograft (HS). Postoperatively patients undertook a standard 'accelerated' rehabilitation protocol. Patients were reviewed after 2 weeks, 8 weeks, and 4 months. At each review the location and severity of general knee pain and the presence and severity of anterior knee pain (AKP) were recorded as were the presence and size of an effusion as well as the active and passive flexion and passive extension deficits compared to the contralateral limb. Pain on kneeling, KT-1000 measured side to side difference in anterior tibial displacement, isokinetic assessment of quadriceps and hamstring peak torque deficits, IKDC score and Cincinnati sports activity level were also recorded after 4 months. After 2 weeks more patients in the PT group complained of AKP and reported that the pain was more severe. After 8 weeks there was no significant difference between the groups for any variable. After 4 months the severity of general pain experienced and the incidence of pain on kneeling were greater in the PT group. The PT group also demonstrated a significantly greater quadriceps peak torque deficit at 240 degrees /s. IKDC scores were higher in the HS group, but Cincinnati sports activity scores were higher in the PT group. Although we observed a lower morbidity in the HS group, primarily related to pain, the severity of pain in both groups was relatively low and, in light of the higher mean sports activity level observed in the PT group at 4 months the clinical impact of the difference may not be significant."
139,11568194,2001 Sep,,J Bone Joint Surg Am,"[""O'Neill DB""]",O'Neill DB,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A follow-up report.,83,9,1329-32,['English'],0014030,0021-9355,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['11568194', '10.2106/00004623-200109000-00006']",10.2106/00004623-200109000-00006,"['2001/09/25 10:00', '2001/10/05 10:01', '2001/09/25 10:00']",[],1,0,The Journal of bone and joint surgery. American volume,,2001 Sep;83(9):1329-32,"BACKGROUND: The purpose of this study was to further delineate the outcome of arthroscopically assisted anterior cruciate ligament reconstruction in 125 patients who had previously been followed for two to five years. One of the original 125 patients was excluded from the present study because of insufficient follow-up, and an additional group of 101 patients was added. All 225 patients in the present study were followed for a minimum of six years. METHODS: Patients were randomly assigned to reconstruction with a double-stranded semitendinosus-gracilis graft with use of a two-incision technique (group I), reconstruction with a patellar ligament graft with use of a two-incision technique (group II), or reconstruction with a patellar ligament graft with use of a single-incision endoscopic technique (group III). The groups were compared with regard to the rate of graft failure, the amount of instability, knee strength, radiographic signs of degenerative changes, and functional outcome. RESULTS: There was no significant difference among the three groups with regard to the rate of graft failure, the amount of knee instability, or the functional outcome. A normal or nearly normal functional outcome was recorded for 208 (92%) of the 225 patients. There were significant differences among the groups with regard to quadriceps muscle-strength deficits: group I had fewer patients with deficits than group III, and groups I and III both had fewer patients with deficits than group II (p = 0.04). There also were significant differences among the groups with regard to hamstring muscle-strength deficits: group III had fewer patients with deficits than group II, and group II had fewer patients with deficits than group I (p < 0.01). Twelve knees (16%) in group I, six knees (8%) in group II, and eight knees (11%) in group III showed radiographic evidence of progressive degenerative changes, but the differences among the three groups were not significant. CONCLUSION: Although 11.6% of the 225 knees had radiographic evidence of degenerative arthritis at a minimum of six years after arthroscopically assisted reconstruction of the anterior cruciate ligament, the choice of graft and the technique of reconstruction did not seem to affect the rate of development of these changes."
140,11491426,2001 Summer,,Am J Knee Surg,"['Wojtys EM', 'Huston LJ']",Huston LJ,"""Custom-fit"" versus ""off-the-shelf"" ACL functional braces.",14,3,157-62,['English'],8804841,0899-7403,,"['Clinical Trial', 'Comparative Study', 'Evaluation Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['11491426'],,"['2001/08/09 10:00', '2002/01/05 10:01', '2001/08/09 10:00']",[],1,0,The American journal of knee surgery,,2001 Summer;14(3):157-62,"Many sports medicine practitioners believe ""custom-fit"" functional braces are superior in performance to ""off-the-shelf"" braces for anterior cruciate ligament (ACL)-deficient knees. However, this is not well substantiated. This study compares a Donjoy custom-fit ACL brace (CE 2000), Donjoy off-the-shelf brace (Goldpoint), and an athletic taping technique to determine their role in our clinical practice. Five patients (3 men and 2 women) with isolated, unilateral, chronic ACL tears with an average age of 27 years (range: 19-35 years) were used to evaluate these three restraint systems. Anterior tibial laxity, quadriceps and hamstrings strength, endurance, standing long jump, brace migration with exercise, and pattern of muscle response to forced anterior tibial displacement were studied. Each patient was tested without a brace and then in each of the three test conditions (custom brace, off-the-shelf brace, and tape), with the order of testing randomized. The Donjoy custom-fit ACL functional brace did not reduce anterior laxity or improve standing long jump, muscle strength, endurance, or muscle response times significantly more than the off-the-shelf ACL brace. Both braces improved anterior stability over knee taping when the knee muscles were contracted under the low forces used in this study. After 1 hour of exercise, brace migration was significantly greater (P=.03) for the CE-2000 custom brace (18.6 mm) than for the Goldpoint off-the-shelf brace (4.5 mm). There appears to be no advantage to the more expensive custom-fit knee brace over the off-the-shelf brace."
141,11447547,2001 Jul,,Arthroscopy,"['Nicholas SJ', 'Tyler TF', 'McHugh MP', 'Gleim GW']",Gleim GW,The effect on leg strength of tourniquet use during anterior cruciate ligament reconstruction: A prospective randomized study.,17,6,603-7,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11447547', '10.1053/jars.2001.24854', 'S0749806301773185']",10.1053/jars.2001.24854,"['2001/07/12 10:00', '2002/01/05 10:01', '2001/07/12 10:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,2001 Jul;17(6):603-7,"PURPOSE: The purpose of this study was to prospectively evaluate the effect of tourniquet use during endoscopic anterior cruciate ligament (ACL) reconstruction surgery on dorsiflexion strength, plantarflexion strength, quadriceps strength, and calf and thigh girth. TYPE OF STUDY: The study was a prospective, double-blind, randomized clinical trial. METHODS: Forty-eight patients were prospectively randomized into 2 groups: (1) tourniquet use during surgery (T) and, (2) no tourniquet use during surgery (NT). Within 1 week before ACL reconstruction, all patients were evaluated for isometric plantarflexion and dorsiflexion strength, thigh strength, and thigh and calf girth. These same measurements were repeated 3 weeks postoperatively. At 6 months, isokinetic quadriceps strength was evaluated at 60 degrees per second. All patients underwent ACL reconstruction using a patella-tendon autograft and a tourniquet was placed on the affected extremity. In all 25 T patients, the tourniquet was inflated to 300 mm Hg. The average tourniquet time was 85 +/- 7 minutes (range, 51 to 114 minutes). RESULTS: ACL reconstruction resulted in a significant decrease in thigh girth (P <.01), calf girth (P <.01), dorsiflexion strength (P <.01), and plantarflexion strength (P <.05) at 3 weeks postoperatively in both groups. The T group had a greater decrease in thigh girth than the NT group (P <.05). Tourniquet use did not have an effect on calf girth (P =.53), dorsiflexion strength (P =.17), or plantarflexion strength (P =.32) at 3 weeks postoperatively. Tourniquet use also had no effect on quadriceps strength at 6 months postoperatively (P =.78). CONCLUSIONS: Tourniquet use of less than 114 minutes during ACL reconstruction had no effect on the strength of the lower extremity after surgery."
142,11445751,2001 Jul,,Med Sci Sports Exerc,"['Kvist J', 'Gillquist J']",Gillquist J,Anterior positioning of tibia during motion after anterior cruciate ligament injury.,33,7,1063-72,['English'],8005433,0195-9131,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['11445751', '10.1097/00005768-200107000-00001']",10.1097/00005768-200107000-00001,"['2001/07/11 10:00', '2002/01/05 10:01', '2001/07/11 10:00']",[],1,0,Medicine and science in sports and exercise,,2001 Jul;33(7):1063-72,"PURPOSE: The purpose of this study was to describe the sagittal tibial translation and EMG activity of muscles v. medialis and lateralis, gastrocnemius, and hamstrings, during common locomotion, in patients with an anterior cruciate ligament deficiency (ACL-def) and uninjured controls. METHODS: In 12 ACL-def patients and 17 controls, sagittal tibial translation was registered with the CA-4000 electrogoniometer during level walking, cutting, and stair walking. Tibial position at each flexion angle was expressed relative to the femuro-tibial position at passive knee extension. EMG activity, measured with ME-4000, was normalized to the individual maximum isometric voluntary contraction for each muscle. RESULTS: During the weight-bearing phase of motion, the tibia was anteriorly positioned in all legs. In the injured leg, the tibia translated more rapidly to an anterior position that was maintained for a longer time during the gait cycle. In the noninjured knees, motions with increased load lead to an increased anterior tibial translation in contrast to the injured knees, where the maximum displacement was already reached during level walking. The quadriceps and gastrocnemius muscles were simultaneously active during stance phase. Hamstrings were mainly active when the knee was close to extension and translation increased in spite of this activity. CONCLUSIONS: The mechanism of the anterior positioning of tibia is qualitatively similar in the normal and the injured knee, but that position is obtained much further forward in the ACL deficient knee. Quadriceps and gastrocnemius muscles seem to work synergistically to stabilize the knee by maintaining the anterior position of tibia during weight-bearing motion. The role of hamstrings to restrict anterior translation is questioned."
143,11204965,2000,,Ann Chir Gynaecol,"['Kokki H', 'Väätäinen U', 'Miettinen H', 'Parviainen A', 'Könönen M', 'Partanen J']",Partanen J,Tourniquet-induced enmg changes in arthroscopic anterior cruciate ligament reconstruction. A comparison of low and high-pressure tourniquet systems.,89,4,313-7,['English'],7609767,0355-9521,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['11204965'],,"['2001/02/24 12:00', '2001/04/03 10:01', '2001/02/24 12:00']",[],1,0,Annales chirurgiae et gynaecologiae,,2000;89(4):313-7,"BACKGROUND AND AIMS: The use of a tourniquet during surgery is associated with a risk of neurological disorders. We compared whether a new tourniquet system using low pressure (250 mmHg) is safer than a standard tourniquet system using higher inflation pressure (350 mmHg). MATERIALS AND METHODS: Thirty-one patients (ASA I-II), ages 16-48 years, were studied with ENMG preoperatively and 3 weeks postoperatively following arthroscopic anterior cruciate ligament reconstruction. Tourniquet times varied between 30 and 146 min. RESULTS: Postoperative slowing of motor and sensory conduction was observed, as well as an increase of the minimum peroneal F-response and tibial H-reflex latencies. The sensory amplitude of the sural nerve decreased. Vastus medialis of the quadriceps femoris muscle showed a reduced interference pattern in ENMG in maximal voluntary effort postoperatively. No differences were found in measured results between the low and high pressure tourniquet systems. CONCLUSIONS: Slight postoperative ENMG alterations were demonstrated but the use of both tourniquet systems is safe within the limit of tourniquet times of less than 2 h."
144,11147151,2000,,Knee Surg Sports Traumatol Arthrosc,"['Mikkelsen C', 'Werner S', 'Eriksson E']",Eriksson E,Closed kinetic chain alone compared to combined open and closed kinetic chain exercises for quadriceps strengthening after anterior cruciate ligament reconstruction with respect to return to sports: a prospective matched follow-up study.,8,6,337-42,['English'],9314730,0942-2056,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['11147151', '10.1007/s001670000143', '10.1007/s001670000143']",10.1007/s001670000143,"['2001/01/09 11:00', '2001/03/17 10:01', '2001/01/09 11:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2000;8(6):337-42,"Rehabilitation after anterior cruciate ligament (ACL) reconstruction has focused over the past decade on closed kinetic chain (CKC) exercises due to presumably less strain on the graft than with isokinetic open kinetic chain exercises (OKC); however, recent reports suggest that there are only minor differences in ACL strain values between some CKC and OKC exercises. We studied anterior knee laxity, thigh muscle torque, and return to preinjury sports level in 44 patients with unilateral ACL; group 1 carried out quadriceps strengthening only with CKC while group 2 trained with CKC plus OKC exercises starting from week 6 after surgery. Anterior knee laxity was determined with a KT-1000 arthrometer; isokinetic concentric and eccentric quadriceps and hamstring muscle torque were studied with a Kin-Com dynamometer before and 6 months after surgery. At an average of 31 months after surgery the patients answered a questionnaire regarding their current knee function and physical activity/sports to determine the extent and timing of their recovery. No significant differences in anterior knee laxity were noted between the groups 6 months postsurgery. Patients in group 2 increased their quadriceps torque significantly more than those in group 1, but no differences were found in hamstring torque between the groups. A significantly higher number of patients in group 2 (n = 12) than in group 1 (n = 5) returned to sports at the same level as before the injury (P < 0.05). Patients from group 2 who returned to sports at the same level did so 2 months earlier than those in group 1. Thus the addition of OKC quadriceps training after ACL reconstruction results in a significantly better improvement in quadriceps torque without reducing knee joint stability at 6 months and also leads to a significantly higher number of athletes returning to their previous activity earlier and at the same level as before injury."
145,11078536,2000 Nov,,Arthroscopy,"['Brand J Jr', 'Hamilton D', 'Selby J', 'Pienkowski D', 'Caborn DN', 'Johnson DL']",Johnson DL,Biomechanical comparison of quadriceps tendon fixation with patellar tendon bone plug interference fixation in cruciate ligament reconstruction.,16,8,805-12,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11078536', '10.1053/jars.2000.18240', 'S0749-8063(00)08912-X']",10.1053/jars.2000.18240,"['2000/11/15 11:00', '2001/06/02 10:01', '2000/11/15 11:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,2000 Nov;16(8):805-12,"PURPOSE: The purpose of this study was to use current fixation techniques and compare the stiffness and ultimate tensile failure of the tendinous end of the quadriceps tendon (QT) with the bone plug end of the bone-patellar tendon-bone (BPTB) graft using current techniques of fixation. TYPE OF STUDY: Randomized trial of elderly cadaver knees. MATERIALS AND METHODS: Tibial and femoral biodegradable interference fixation and femoral EndoButton (Smith & Nephew, Acufex, Mansfield, MA) fixation in bone tunnels with the QT and the BPTB graft were compared by using 10 pairs of elderly cadavers and biomechanical testing. Two groups, fixation at time zero (simulating fixation in the operating room) and testing after 1, 000 loading cycles (simulating patient rehabilitation exercises), were used. RESULTS: At time zero fixation, stiffness of the soft tissue QT tibial tunnel interference fixation was 59% less stiff than the stiffness of the interference fixation of a BPTB plug in a femoral tunnel (P =.11). The EndoButton femoral fixation resulted in a decrease in stiffness at time zero compared with femoral tunnel interference fixation of the soft tissue QT (P =.03). All groups improved stiffness with cycling the construct to 1,000 cycles. CONCLUSIONS: Placement of the QT tendinous end of the graft in the femoral bone tunnel when using a interference fixation will approximate the stiffness of a bone plug in the tibial bone tunnel with interference fixation. The EndoButton fixation is not as stiff as either of the femoral interference fixation options. The addition of more than 20 loading cycles could remove laxity from the graft fixation-graft cruciate ligament complex and improve its stiffness."
146,10612135,1999 Nov,,Rev Chir Orthop Reparatrice Appar Mot,"['Franceschi JP', 'Rochwerger A', 'Benezet P', 'Bataille JF', 'Viton JM', 'Groulier P']",Groulier P,[Isokinetic comparative study at the third postoperative month after surgery of the anterior cruciate ligament with arthroscopy or after mini-arthrotomy].,85,7,708-12,['French'],1272427,0035-1040,,"['Clinical Trial', 'Comparative Study', 'English Abstract', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['10612135', 'MDOI-RCO-11-1999-85-7-0035-1040-101019-ART6']",,"['1999/12/28 00:00', '1999/12/28 00:01', '1999/12/28 00:00']",[],1,0,Revue de chirurgie orthopedique et reparatrice de l'appareil moteur,,1999 Nov;85(7):708-12,"PURPOSE: A double blind prospective study was performed in 64 patients with a clinical and isokinetic assessment three months after anterior cruciate ligament (A.C.L.) reconstruction. MATERIAL AND METHODS: This work included 64 patients (47 males and 17 females), divided in two groups: 41 patients had an arthroscopically assisted bone-tendon-bone A.C.L. reconstruction, 17 had an open procedure. The isokinetic records concerned peak torque and muscular work at two different speeds. RESULTS: Three months after surgery there was no significant difference between both groups particularly what concerns the isokinetic assessment in muscular performances. Peak torque in hamstring averaged 151.4 Nm in the open procedure group and 149.2 Nm in the arthroscopically assisted group (p = 0.7), in quadriceps 156.10 Nm vs 149.3 Nm (p = 0.47). DISCUSSION: The advantages of arthroscopy in early muscular recovery are rarely admitted in medical literature. CONCLUSIONS: The favorable opinion of the authors to the arthroscopically assisted A.C.L. reconstruction concerning its rapid muscular recovery abilities is only based on subjective criterions."
147,10210074,1999 Mar,,Arthroscopy,"['Carter TR', 'Edinger S']",Edinger S,Isokinetic evaluation of anterior cruciate ligament reconstruction: hamstring versus patellar tendon.,15,2,169-72,['English'],8506498,0749-8063,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['10210074', '10.1053/ar.1999.v15.0150161', 'S0749-8063(99)00008-0']",10.1053/ar.1999.v15.0150161,"['1999/04/21 00:00', '1999/04/21 00:01', '1999/04/21 00:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1999 Mar;15(2):169-72,"The purpose of the study was to compare the hamstring and quadriceps isokinetic results 6 months postoperatively in patients having patellar tendon or hamstring anterior cruciate ligament (ACL) reconstruction. The study group was comprised of 106 randomly selected patients who had ACL reconstruction with either autogenous patellar tendon (PT), semitendinosus (ST), or semitendinosus and gracilis (ST/G). Hamstring and quadriceps isokinetic strength were assessed at 180 degrees/sec and 300 degrees/sec with the results of the operatively treated leg expressed as a percent compared with the nonoperative leg. The mean results for knee extension at 180 degrees/sec were 68.3%, 74.3%, and 78.1%; and at 300 degrees/sec were 70.7%, 76.7%, and 81.7% for PT, ST, and ST/G, respectively. The mean results for knee flexion at 180 degrees/sec were 86.1%, 80.6%, and 81.7%; and at 300 degrees/sec were 77.6%, 79.1%, and 75.6% for PT, ST, and ST/G, respectively. No statistically significant differences were found in regard to knee extension or flexion strength when evaluating the different tissue sources. The results show that selection of autogenous hamstring or PT used for ACL reconstruction should not be based solely on the assumption of the tissue source altering the recovery of quadriceps and/or hamstring strength. In addition, a majority of the patients had not achieved adequate strength to safely partake in unlimited activities at 6 months postoperatively."
148,9917711,1998 Dec,,Clin Orthop Relat Res,"['Tyler TF', 'McHugh MP', 'Gleim GW', 'Nicholas SJ']",Nicholas SJ,The effect of immediate weightbearing after anterior cruciate ligament reconstruction.,,357,141-8,['English'],0075674,0009-921X,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9917711', '10.1097/00003086-199812000-00019']",10.1097/00003086-199812000-00019,"['1999/01/26 00:00', '1999/01/26 00:01', '1999/01/26 00:00']",[],1,0,Clinical orthopaedics and related research,,1998 Dec;(357):141-8,"Immediate weightbearing has been advocated after anterior cruciate ligament reconstruction and is thought to enhance the return of quadriceps muscle activity and knee extension range of motion without jeopardizing graft integrity. This study examined the effect of immediate weightbearing after anterior cruciate ligament reconstruction on the return of vastus medialis oblique electromyography activity, knee extension range of motion, knee stability, physical examination, Lysholm score, and anterior knee pain. Forty-nine patients (24 men and 25 women) undergoing endoscopic central third patella tendon autograft reconstruction were randomized prospectively into two groups. Group 1 patients underwent immediate weightbearing as tolerated. Group 2 patients were kept nonweightbearing for 2 weeks. All measurements were taken before surgery, 2 weeks after surgery, and between 6 and 14 months (average, 7.3 months) followup. There was no effect of weightbearing on knee extension range of motion or vastus medialis oblique function at followup. In addition, knee stability was not compromised after surgery. Seven of 20 (35%) nonweightbearing patients and only two of 25 (8%) immediate weightbearing patients reported anterior knee pain at followup. Overall, immediate weightbearing did not compromise knee joint stability and resulted in a better outcome with a decreased incidence of anterior knee pain."
149,9421595,1997 Fall,,Am J Knee Surg,"['Reat JF', 'Lintner DM']",Lintner DM,"One-versus two-incision ACL reconstruction. A prospective, randomized study.",10,4,198-208,['English'],8804841,0899-7403,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['9421595'],,"['1998/01/09 00:00', '1998/01/09 00:01', '1998/01/09 00:00']",['Am J Knee Surg. 1997 Fall;10(4):197. PMID: 9421594'],1,0,The American journal of knee surgery,,1997 Fall;10(4):198-208,This study compares the early functional outcomes of anterior cruciate ligament (ACL) reconstruction using a one-incision endoscopic technique versus a two-incision arthroscopically assisted technique. Thirty patients with chronic ACL-deficient knees were randomly assigned to either group 1 (one-incision technique; 15 patients) or group 2 (two-incision technique; 15 patients). Middle third ipsilateral patellar tendon was used in all reconstructions. All patients followed the same home-based accelerated rehabilitation protocol. The International Knee Documentation Committee scoring system was used to assess pre- and postoperative knee function. The mean length of follow-up was 17 months for group 1 and 15 months for group 2. Three patients were lost to follow-up in group 2. Patients in group 1 achieved a mean one-leg hop value of 89% of the uninjured side while group 2 patients averaged 92%. The mean side-to-side difference in anterior tibial translation was 2 mm in both groups at manual maximum translation. The mean isokinetic quadriceps strength at 300 degrees/second of the operated side 1 year after surgery was 83% of normal for group 1 versus 73% for group 2. Both groups achieved maximum range of motion within 3 months. There was no statistically significant difference between the outcomes of the one- and two-incision techniques for ACL reconstruction. All patients in both groups had improved stability and function of their operative knees compared with their preoperative condition.
150,9127846,1997,,Knee Surg Sports Traumatol Arthrosc,"['Feller J', 'Bartlett J', 'Chapman S', 'Delahunt M']",Delahunt M,Use of an extension-assisting brace following anterior cruciate ligament reconstruction.,5,1,6-9,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['9127846', '10.1007/s001670050016', '10.1007/s001670050016']",10.1007/s001670050016,"['1997/01/01 00:00', '1997/01/01 00:01', '1997/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1997;5(1):6-9,"Despite changes in rehabilitation protocols, an extension deficit remains an important potential cause of significant morbidity following anterior cruciate ligament (ACL) reconstruction. An extension-assisting brace was designed using a limited motion brace and an elastic strap across a fulcrum on the anterior aspect of the knee joint. The effects of the brace were investigated in 40 patients undergoing primary ACL reconstruction using an autogenous central third patellar tendon graft. The patients were randomized either to use the brace in the first 6 weeks postoperatively or to undertake the same accelerated rehabilitation programme but without any brace, and they were reviewed at 4 months postoperatively. The following data were recorded: passive and active extension and flexion deficits compared with the non-operated limb. KT-1000 assessment of anterior laxity and isometric quadriceps and hamstring strength. There was no difference between the two groups for any of the recorded variables. This was largely attributed to satisfactory tunnel placement and emphasis on the restoration of extension and quadriceps function during the early postoperative rehabilitation."
