,Unnamed: 0,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,source,subgroup
105,105,20195019,2010 Mar,,J Orthop Sports Phys Ther,"['Hartigan EH', 'Axe MJ', 'Snyder-Mackler L']",Snyder-Mackler L,Time line for noncopers to pass return-to-sports criteria after anterior cruciate ligament reconstruction.,40.0,3,141-54,['English'],7908150,0190-6011,1938-1344,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['20195019', 'NIHMS444690', 'PMC3613129', 'pmc-id: PMC3613129;manuscript-id: NIHMS444690;', '10.2519/jospt.2010.3168', '2403']",10.2519/jospt.2010.3168,"['2010/03/03 06:00', '2010/03/03 06:00', '2010/05/05 06:00', '2013/04/01 00:00']",[],1,70,The Journal of orthopaedic and sports physical therapy,doi: 10.2519/jospt.2010.3168,2010 Mar;40(3):141-54,pubmed,qt
106,106,20194956,2010 Mar,,Am J Sports Med,"['Sekir U', 'Gur H', 'Akova B']",Akova B,Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft.,38.0,3,492-500,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['20194956', '10.1177/0363546509349490', '38/3/492']",10.1177/0363546509349490,"['2010/03/03 06:00', '2010/03/03 06:00', '2010/06/15 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546509349490,2010 Mar;38(3):492-500,pubmed,qt
107,107,19851754,2010 Jun,2009 Oct 23,Knee Surg Sports Traumatol Arthrosc,"['Heijne A', 'Werner S']",Werner S,A 2-year follow-up of rehabilitation after ACL reconstruction using patellar tendon or hamstring tendon grafts: a prospective randomised outcome study.,18.0,6,805-13,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19851754', '10.1007/s00167-009-0961-3']",10.1007/s00167-009-0961-3,"['2009/07/11 00:00', '2009/10/05 00:00', '2009/10/24 06:00', '2009/10/24 06:00', '2010/09/14 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-009-0961-3,2010 Jun;18(6):805-13,pubmed,qt
108,108,19487506,2009 Jun,,J Bone Joint Surg Am,"['Halinen J', 'Lindahl J', 'Hirvensalo E']",Hirvensalo E,Range of motion and quadriceps muscle power after early surgical treatment of acute combined anterior cruciate and grade-III medial collateral ligament injuries. A prospective randomized study.,91.0,6,1305-12,['English'],0014030,0021-9355,1535-1386,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['19487506', '10.2106/JBJS.G.01571', '91/6/1305']",10.2106/JBJS.G.01571,"['2009/06/03 09:00', '2009/06/03 09:00', '2009/07/09 09:00']",[],1,0,The Journal of bone and joint surgery. American volume,doi: 10.2106/JBJS.G.01571,2009 Jun;91(6):1305-12,pubmed,qt
109,109,19486478,2010 Feb,,Scand J Med Sci Sports,"['Tagesson S', 'Oberg B', 'Kvist J']",Kvist J,Tibial translation and muscle activation during rehabilitation exercises 5 weeks after anterior cruciate ligament reconstruction.,20.0,1,154-64,['English'],9111504,0905-7188,1600-0838,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['19486478', '10.1111/j.1600-0838.2009.00903.x', 'SMS903']",10.1111/j.1600-0838.2009.00903.x,"['2009/06/03 09:00', '2009/06/03 09:00', '2010/09/16 06:00']",[],1,0,Scandinavian journal of medicine & science in sports,doi: 10.1111/j.1600-0838.2009.00903.x,2010 Feb;20(1):154-64,pubmed,qt
110,110,19280799,2009 Jan-Feb,,Electromyogr Clin Neurophysiol,"['Rosenthal MD', 'Moore JH', 'Stoneman PD', 'DeBerardino TM']",DeBerardino TM,Neuromuscular excitability changes in the vastus medialis following anterior cruciate ligament reconstruction.,49.0,1,43-51,['English'],0327533,0301-150X,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['19280799'],,"['2009/03/14 09:00', '2009/03/14 09:00', '2009/04/14 09:00']",[],1,0,Electromyography and clinical neurophysiology,,2009 Jan-Feb;49(1):43-51,pubmed,qt
111,111,19224907,2009 May,2009 Feb 17,Br J Sports Med,"['Eitzen I', 'Holm I', 'Risberg MA']",Risberg MA,Preoperative quadriceps strength is a significant predictor of knee function two years after anterior cruciate ligament reconstruction.,43.0,5,371-6,['English'],0432520,0306-3674,1473-0480,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['19224907', '10.1136/bjsm.2008.057059', 'bjsm.2008.057059']",10.1136/bjsm.2008.057059,"['2009/02/20 09:00', '2009/02/20 09:00', '2010/06/19 06:00']",[],1,0,British journal of sports medicine,doi: 10.1136/bjsm.2008.057059,2009 May;43(5):371-6,pubmed,qt
112,112,19023893,2009 Jun,,J Orthop Res,"['Hartigan E', 'Axe MJ', 'Snyder-Mackler L']",Snyder-Mackler L,Perturbation training prior to ACL reconstruction improves gait asymmetries in non-copers.,27.0,6,724-9,['English'],8404726,0736-0266,1554-527X,"['Journal Article', 'Randomized Controlled Trial', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['19023893', 'NIHMS444699', 'PMC3597104', 'pmc-id: PMC3597104;manuscript-id: NIHMS444699;', '10.1002/jor.20754']",10.1002/jor.20754,"['2008/11/22 09:00', '2009/06/10 09:00', '2008/11/22 09:00', '2013/03/14 00:00']",[],1,44,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,doi: 10.1002/jor.20754,2009 Jun;27(6):724-9,pubmed,qt
113,113,18988664,2009 Jan,2008 Nov 6,Phys Ther,"['Gerber JP', 'Marcus RL', 'Dibble LE', 'Greis PE', 'Burks RT', 'LaStayo PC']",LaStayo PC,Effects of early progressive eccentric exercise on muscle size and function after anterior cruciate ligament reconstruction: a 1-year follow-up study of a randomized clinical trial.,89.0,1,51-9,['English'],0022623,0031-9023,1538-6724,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['18988664', '10.2522/ptj.20070189', 'ptj.20070189']",10.2522/ptj.20070189,"['2008/11/08 09:00', '2009/01/27 09:00', '2008/11/08 09:00']",[],1,0,Physical therapy,doi: 10.2522/ptj.20070189,2009 Jan;89(1):51-9,pubmed,qt
114,114,18982311,2009 Feb,2008 Nov 4,Knee Surg Sports Traumatol Arthrosc,"['Ageberg E', 'Roos HP', 'Silbernagel KG', 'Thomeé R', 'Roos EM']",Roos EM,Knee extension and flexion muscle power after anterior cruciate ligament reconstruction with patellar tendon graft or hamstring tendons graft: a cross-sectional comparison 3 years post surgery.,17.0,2,162-9,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['18982311', '10.1007/s00167-008-0645-4']",10.1007/s00167-008-0645-4,"['2008/04/28 00:00', '2008/09/19 00:00', '2008/11/05 09:00', '2009/06/27 09:00', '2008/11/05 09:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-008-0645-4,2009 Feb;17(2):162-9,pubmed,qt
115,115,18514105,2008 Jun,,Arthroscopy,"['Fanton GS', 'Dillingham MF', 'Wall MS', 'Gillenwater GE', 'Khan AM', 'Carver TJ', 'Perkins JG', 'Demopulos GA']",Demopulos GA,Novel drug product to improve joint motion and function and reduce pain after arthroscopic anterior cruciate ligament reconstruction.,24.0,6,625-36,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['18514105', '10.1016/j.arthro.2008.02.003', 'S0749-8063(08)00115-1']",10.1016/j.arthro.2008.02.003,"['2007/11/02 00:00', '2008/02/07 00:00', '2008/02/09 00:00', '2008/06/03 09:00', '2008/07/29 09:00', '2008/06/03 09:00']",['Arthroscopy. 2008 Oct;24(10):1198; author reply 1198-1200. doi: 10.1016/j.arthro.2008.07.025. PMID: 19028176'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2008.02.003,2008 Jun;24(6):625-36,pubmed,qt
116,116,17578979,2007 Jul,,Anesth Analg,"['Reuben SS', 'Ekman EF']",Ekman EF,The effect of initiating a preventive multimodal analgesic regimen on long-term patient outcomes for outpatient anterior cruciate ligament reconstruction surgery.,105.0,1,228-32,['English'],1310650,0003-2999,1526-7598,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't"", 'Retracted Publication']",PubMed - indexed for MEDLINE,ppublish,"['17578979', '10.1213/01.ane.0000265443.20919.c8', '105/1/228']",10.1213/01.ane.0000265443.20919.c8,"['2007/06/21 09:00', '2007/07/20 09:00', '2007/06/21 09:00']","['Anesth Analg. 2007 Jul;105(1):19-20. doi: 10.1213/01.ane.0000265444.73604.f0. PMID: 17578947', 'Anesth Analg. 2009 Apr;108(4):1350. doi: 10.1213/01.ane.0000346785.39457.f4. PMID: 19299812']",1,0,Anesthesia and analgesia,,2007 Jul;105(1):228-32,pubmed,qt
117,117,17332105,2007 Mar,,J Bone Joint Surg Am,"['Gerber JP', 'Marcus RL', 'Dibble LE', 'Greis PE', 'Burks RT', 'LaStayo PC']",LaStayo PC,Effects of early progressive eccentric exercise on muscle structure after anterior cruciate ligament reconstruction.,89.0,3,559-70,['English'],0014030,0021-9355,,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['17332105', '10.2106/JBJS.F.00385', '89/3/559']",10.2106/JBJS.F.00385,"['2007/03/03 09:00', '2007/04/14 09:00', '2007/03/03 09:00']",[],1,0,The Journal of bone and joint surgery. American volume,,2007 Mar;89(3):559-70,pubmed,qt
118,118,17286094,2007 Jan,,J Orthop Sports Phys Ther,"['Gerber JP', 'Marcus RL', 'Dibble LE', 'Greis PE', 'Burks RT', 'Lastayo PC']",Lastayo PC,"Safety, feasibility, and efficacy of negative work exercise via eccentric muscle activity following anterior cruciate ligament reconstruction.",37.0,1,10-8,['English'],7908150,0190-6011,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['17286094', '10.2519/jospt.2007.2362']",10.2519/jospt.2007.2362,"['2007/02/09 09:00', '2007/03/17 09:00', '2007/02/09 09:00']",[],1,0,The Journal of orthopaedic and sports physical therapy,,2007 Jan;37(1):10-8,pubmed,qt
119,119,17219226,2007 Apr,2007 Jan 12,Knee Surg Sports Traumatol Arthrosc,"['Heijne A', 'Werner S']",Werner S,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: a prospective randomized outcome study.,15.0,4,402-14,['English'],9314730,0942-2056,,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['17219226', '10.1007/s00167-006-0246-z']",10.1007/s00167-006-0246-z,"['2006/09/18 00:00', '2006/11/09 00:00', '2007/01/16 09:00', '2007/06/15 09:00', '2007/01/16 09:00']","['Knee Surg Sports Traumatol Arthrosc. 2007 Apr;15(4):472-3', 'Knee Surg Sports Traumatol Arthrosc. 2007 Apr;15(4):472-3. doi: 10.1007/s00167-007-0313-0. PMID: 27520629']",1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2007 Apr;15(4):402-14,pubmed,qt
120,120,16917926,2006 Nov,,J Orthop Res,"['Holm L', 'Esmarck B', 'Mizuno M', 'Hansen H', 'Suetta C', 'Hölmich P', 'Krogsgaard M', 'Kjaer M']",Kjaer M,The effect of protein and carbohydrate supplementation on strength training outcome of rehabilitation in ACL patients.,24.0,11,2114-23,['English'],8404726,0736-0266,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['16917926', '10.1002/jor.20147']",10.1002/jor.20147,"['2006/08/19 09:00', '2006/12/09 09:00', '2006/08/19 09:00']",[],1,0,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,,2006 Nov;24(11):2114-23,pubmed,qt
121,121,16763853,2006 Nov,2006 Jun 9,Knee Surg Sports Traumatol Arthrosc,"['Brunetti O', 'Filippi GM', 'Lorenzini M', 'Liti A', 'Panichi R', 'Roscini M', 'Pettorossi VE', 'Cerulli G']",Cerulli G,Improvement of posture stability by vibratory stimulation following anterior cruciate ligament reconstruction.,14.0,11,1180-7,['English'],9314730,0942-2056,,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['16763853', '10.1007/s00167-006-0101-2']",10.1007/s00167-006-0101-2,"['2005/09/26 00:00', '2006/01/12 00:00', '2006/06/10 09:00', '2007/02/28 09:00', '2006/06/10 09:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2006 Nov;14(11):1180-7,pubmed,qt
122,122,16002493,2005 Sep,2005 Jul 7,Am J Sports Med,"['Grant JA', 'Mohtadi NG', 'Maitland ME', 'Zernicke RF']",Zernicke RF,Comparison of home versus physical therapy-supervised rehabilitation programs after anterior cruciate ligament reconstruction: a randomized clinical trial.,33.0,9,1288-97,['English'],7609541,0363-5465,,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['16002493', '10.1177/0363546504273051', '0363546504273051']",10.1177/0363546504273051,"['2005/07/09 09:00', '2005/12/24 09:00', '2005/07/09 09:00']",['Am J Sports Med. 2005 Sep;33(9):1287. doi: 10.1177/0363546505280098. PMID: 16127126'],1,0,The American journal of sports medicine,,2005 Sep;33(9):1288-97,pubmed,qt
123,123,15756168,2004 Sep,,J Sports Med Phys Fitness,"['Pigozzi F', 'Di Salvo V', 'Parisi A', 'Giombini A', 'Fagnani F', 'Magini W', 'Franceschi F', 'Denaro E']",Denaro E,Isokinetic evaluation of anterior cruciate ligament reconstruction: quadriceps tendon versus patellar tendon.,44.0,3,288-93,['English'],0376337,0022-4707,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['15756168'],,"['2005/03/10 09:00', '2005/05/11 09:00', '2005/03/10 09:00']",[],1,0,The Journal of sports medicine and physical fitness,,2004 Sep;44(3):288-93,pubmed,qt
124,124,15748120,2005,,Aust J Physiother,"['Shaw T', 'Williams MT', 'Chipchase LS']",Chipchase LS,Do early quadriceps exercises affect the outcome of ACL reconstruction? A randomised controlled trial.,51.0,1,9-17,['English'],0370615,0004-9514,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['15748120', '10.1016/s0004-9514(05)70048-9', 'S0004-9514(05)70048-9']",10.1016/s0004-9514(05)70048-9,"['2005/03/08 09:00', '2005/05/27 09:00', '2005/03/08 09:00']",[],1,0,The Australian journal of physiotherapy,,2005;51(1):9-17,pubmed,qt
125,125,15013599,2004 Mar,,Ann Readapt Med Phys,"['Laborde A', 'Rebai H', 'Coudeyre L', 'Boisgard S', 'Eyssette M', 'Coudert J']",Coudert J,[Comparison of two electrical stimulation protocols on quadriceps muscle after anterior cruciate ligament surgery. Feasability study].,47.0,2,56-63,['French'],8701687,0168-6054,,"['Clinical Trial', 'Comparative Study', 'English Abstract', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['15013599', '10.1016/j.annrmp.2003.09.007', 'S0168605403002897']",10.1016/j.annrmp.2003.09.007,"['2003/02/20 00:00', '2003/09/23 00:00', '2004/03/12 05:00', '2004/05/11 05:00', '2004/03/12 05:00']",[],1,0,Annales de readaptation et de medecine physique : revue scientifique de la Societe francaise de reeducation fonctionnelle de readaptation et de medecine physique,,2004 Mar;47(2):56-63,pubmed,qt
126,126,14977662,2004 Mar,,Am J Sports Med,"['Tyler TF', 'Nicholas SJ', 'Hershman EB', 'Glace BW', 'Mullaney MJ', 'McHugh MP']",McHugh MP,"The effect of creatine supplementation on strength recovery after anterior cruciate ligament (ACL) reconstruction: a randomized, placebo-controlled, double-blind trial.",32.0,2,383-8,['English'],7609541,0363-5465,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['14977662', '10.1177/0363546503261731']",10.1177/0363546503261731,"['2004/02/24 05:00', '2004/05/28 05:00', '2004/02/24 05:00']",[],1,0,The American journal of sports medicine,,2004 Mar;32(2):383-8,pubmed,qt
127,127,14524508,2003 Sep,,J Orthop Sports Phys Ther,"['Fitzgerald GK', 'Piva SR', 'Irrgang JJ']",Irrgang JJ,A modified neuromuscular electrical stimulation protocol for quadriceps strength training following anterior cruciate ligament reconstruction.,33.0,9,492-501,['English'],7908150,0190-6011,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['14524508', '10.2519/jospt.2003.33.9.492']",10.2519/jospt.2003.33.9.492,"['2003/10/04 05:00', '2004/01/07 05:00', '2003/10/04 05:00']",[],1,0,The Journal of orthopaedic and sports physical therapy,,2003 Sep;33(9):492-501,pubmed,qt
128,128,13679741,2003 Sep,,Rev Chir Orthop Reparatrice Appar Mot,"['Acquitter Y', 'Hulet C', 'Locker B', 'Delbarre JC', 'Jambou S', 'Vielpeau C']",Vielpeau C,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up].,89.0,5,413-22,['French'],1272427,0035-1040,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['13679741', 'MDOI-RCO-09-2003-89-5-0035-1040-101019-ART6']",,"['2003/09/19 05:00', '2004/09/11 05:00', '2003/09/19 05:00']",[],1,0,Revue de chirurgie orthopedique et reparatrice de l'appareil moteur,,2003 Sep;89(5):413-22,pubmed,qt
129,129,12860546,2003 Jul-Aug,,Am J Sports Med,"['Feller JA', 'Webster KE']",Webster KE,A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction.,31.0,4,564-73,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['12860546', '10.1177/03635465030310041501']",10.1177/03635465030310041501,"['2003/07/16 05:00', '2003/12/03 05:00', '2003/07/16 05:00']",[],1,0,The American journal of sports medicine,,2003 Jul-Aug;31(4):564-73,pubmed,qt
130,130,12860539,2003 Jul-Aug,,Am J Sports Med,"['Tashiro T', 'Kurosawa H', 'Kawakami A', 'Hikita A', 'Fukui N']",Fukui N,Influence of medial hamstring tendon harvest on knee flexor strength after anterior cruciate ligament reconstruction. A detailed evaluation with comparison of single- and double-tendon harvest.,31.0,4,522-9,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['12860539', '10.1177/31.4.522']",10.1177/31.4.522,"['2003/07/16 05:00', '2003/12/03 05:00', '2003/07/16 05:00']",[],1,0,The American journal of sports medicine,,2003 Jul-Aug;31(4):522-9,pubmed,qt
131,131,12793556,2003 May,,J Bone Joint Surg Br,"['Meighan AA', 'Keating JF', 'Will E']",Will E,Outcome after reconstruction of the anterior cruciate ligament in athletic patients. A comparison of early versus delayed surgery.,85.0,4,521-4,['English'],0375355,0301-620X,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['12793556', '10.1302/0301-620x.85b4.13743']",10.1302/0301-620x.85b4.13743,"['2003/06/10 05:00', '2003/06/24 05:00', '2003/06/10 05:00']","['J Bone Joint Surg Br. 2004 Mar;86(2):308; author reply 308. PMID: 15046452', 'J Bone Joint Surg Br. 2004 Jul;86(5):778; author reply 778. PMID: 15274281']",1,0,The Journal of bone and joint surgery. British volume,,2003 May;85(4):521-4,pubmed,qt
132,132,12736838,2003 May,2003 Mar 14,Eur J Appl Physiol,"['Alkjaer T', 'Simonsen EB', 'Jørgensen U', 'Dyhre-Poulsen P']",Dyhre-Poulsen P,Evaluation of the walking pattern in two types of patients with anterior cruciate ligament deficiency: copers and non-copers.,89.0,3-4,301-8,['English'],100954790,1439-6319,,"['Clinical Trial', 'Comparative Study', 'Controlled Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['12736838', '10.1007/s00421-002-0787-x']",10.1007/s00421-002-0787-x,"['2002/11/25 00:00', '2003/05/09 05:00', '2004/02/28 05:00', '2003/05/09 05:00']",[],1,0,European journal of applied physiology,,2003 May;89(3-4):301-8,pubmed,qt
133,133,12527244,2003 Jan,,Clin Biomech (Bristol),"['Ramsey DK', 'Wretenberg PF', 'Lamontagne M', 'Németh G']",Németh G,Electromyographic and biomechanic analysis of anterior cruciate ligament deficiency and functional knee bracing.,18.0,1,28-34,['English'],8611877,0268-0033,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['12527244', '10.1016/s0268-0033(02)00138-9', 'S0268003302001389']",10.1016/s0268-0033(02)00138-9,"['2003/01/16 04:00', '2003/03/19 04:00', '2003/01/16 04:00']",[],1,0,"Clinical biomechanics (Bristol, Avon)",,2003 Jan;18(1):28-34,pubmed,qt
134,134,12439778,2002 Nov,,Int J Sports Med,"['Rebai H', 'Barra V', 'Laborde A', 'Bonny JM', 'Poumarat G', 'Coudert J']",Coudert J,Effects of two electrical stimulation frequencies in thigh muscle after knee surgery.,23.0,8,604-9,['English'],8008349,0172-4622,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['12439778', '10.1055/s-2002-35525']",10.1055/s-2002-35525,"['2002/11/20 04:00', '2003/03/27 05:00', '2002/11/20 04:00']",[],1,0,International journal of sports medicine,,2002 Nov;23(8):604-9,pubmed,qt
135,135,12121424,2002 Apr,,Scand J Med Sci Sports,"['Henriksson M', 'Rockborn P', 'Good L']",Good L,Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up.,12.0,2,73-80,['English'],9111504,0905-7188,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['12121424', '10.1034/j.1600-0838.2002.120203.x', 'sms120203']",10.1034/j.1600-0838.2002.120203.x,"['2002/07/18 10:00', '2002/09/07 10:01', '2002/07/18 10:00']",[],1,0,Scandinavian journal of medicine & science in sports,,2002 Apr;12(2):73-80,pubmed,qt
136,136,11953554,2002 Mar,,Clin J Sport Med,"['Meyers MC', 'Sterling JC', 'Marley RR']",Marley RR,Efficacy of stairclimber versus cycle ergometry in postoperative anterior cruciate ligament rehabilitation.,12.0,2,85-94,['English'],9103300,1050-642X,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', 'Validation Study']",PubMed - indexed for MEDLINE,ppublish,"['11953554', '10.1097/00042752-200203000-00004']",10.1097/00042752-200203000-00004,"['2002/04/16 10:00', '2002/05/25 10:01', '2002/04/16 10:00']",[],1,0,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine,,2002 Mar;12(2):85-94,pubmed,qt
137,137,11912091,2002 Mar-Apr,,Am J Sports Med,"['Shaieb MD', 'Kan DM', 'Chang SK', 'Marumoto JM', 'Richardson AB']",Richardson AB,A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction.,30.0,2,214-20,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11912091', '10.1177/03635465020300021201']",10.1177/03635465020300021201,"['2002/03/26 10:00', '2002/04/19 10:01', '2002/03/26 10:00']",[],1,0,The American journal of sports medicine,,2002 Mar-Apr;30(2):214-20,pubmed,qt
138,138,11685356,2001 Sep,,Knee Surg Sports Traumatol Arthrosc,"['Feller JA', 'Webster KE', 'Gavin B']",Gavin B,Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft.,9.0,5,260-6,['English'],9314730,0942-2056,,"['Clinical Trial', 'Clinical Trial, Phase I', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11685356', '10.1007/s001670100216']",10.1007/s001670100216,"['2000/07/05 00:00', '2001/03/11 00:00', '2001/10/31 10:00', '2002/01/05 10:01', '2001/10/31 10:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2001 Sep;9(5):260-6,pubmed,qt
139,139,11568194,2001 Sep,,J Bone Joint Surg Am,"[""O'Neill DB""]",O'Neill DB,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A follow-up report.,83.0,9,1329-32,['English'],0014030,0021-9355,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['11568194', '10.2106/00004623-200109000-00006']",10.2106/00004623-200109000-00006,"['2001/09/25 10:00', '2001/10/05 10:01', '2001/09/25 10:00']",[],1,0,The Journal of bone and joint surgery. American volume,,2001 Sep;83(9):1329-32,pubmed,qt
140,140,11491426,2001 Summer,,Am J Knee Surg,"['Wojtys EM', 'Huston LJ']",Huston LJ,"""Custom-fit"" versus ""off-the-shelf"" ACL functional braces.",14.0,3,157-62,['English'],8804841,0899-7403,,"['Clinical Trial', 'Comparative Study', 'Evaluation Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['11491426'],,"['2001/08/09 10:00', '2002/01/05 10:01', '2001/08/09 10:00']",[],1,0,The American journal of knee surgery,,2001 Summer;14(3):157-62,pubmed,qt
141,141,11447547,2001 Jul,,Arthroscopy,"['Nicholas SJ', 'Tyler TF', 'McHugh MP', 'Gleim GW']",Gleim GW,The effect on leg strength of tourniquet use during anterior cruciate ligament reconstruction: A prospective randomized study.,17.0,6,603-7,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['11447547', '10.1053/jars.2001.24854', 'S0749806301773185']",10.1053/jars.2001.24854,"['2001/07/12 10:00', '2002/01/05 10:01', '2001/07/12 10:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,2001 Jul;17(6):603-7,pubmed,qt
